Yt	Mt	Ht	Ut	Epst
-0.575013	-1.09539	1	0.520374	0.520374
1.86645	-0.185675	1	2.05213	2.05213
3.70553	2.82436	1	0.881162	0.881162
3.63751	3.95644	1	-0.318935	-0.318935
3.52933	3.19313	1	0.3362	0.3362
3.18837	3.37583	1	-0.187461	-0.187461
2.44418	2.81145	1	-0.367275	-0.367275
2.04104	1.97497	1	0.0660742	0.0660742
2.38287	1.83707	1	0.545795	0.545795
2.53004	2.45453	1	0.0755049	0.0755049
2.2216	2.35884	1	-0.137244	-0.137244
1.44117	1.89293	1	-0.451763	-0.451763
-0.466875	1.00404	1	-1.47092	-1.47092
-0.497223	-1.15055	1	0.653325	0.653325
0.529625	-0.157191	1	0.686816	0.686816
-0.752336	0.941619	1	-1.69396	-1.69396
-2.06173	-1.35701	1	-0.704725	-0.704725
-2.95169	-2.21648	1	-0.735212	-0.735212
-2.31339	-3.06597	1	0.752579	0.752579
-0.322535	-1.62294	1	1.3004	1.3004
1.31215	0.54098	1	0.771172	0.771172
2.80182	1.76675	1	1.03507	1.03507
2.52388	3.18666	1	-0.662786	-0.662786
2.63295	1.98742	1	0.645534	0.645534
3.52032	2.6824	1	0.837919	0.837919
4.39569	3.62114	1	0.774549	0.774549
4.14445	4.43564	1	-0.291196	-0.291196
3.87237	3.5742	1	0.298173	0.298173
4.61756	3.62486	1	0.992704	0.992704
3.08499	4.57505	1	-1.49007	-1.49007
3.72653	2.05543	1	1.6711	1.6711
2.66489	4.12569	1	-1.4608	-1.4608
0.470176	1.73096	1	-1.26079	-1.26079
-0.489192	-0.272169	1	-0.217023	-0.217023
-2.58001	-0.668711	1	-1.9113	-1.9113
-3.45488	-3.33227	1	-0.122603	-0.122603
-5.78244	-3.27597	1	-2.50647	-2.50647
-6.07152	-6.40086	1	0.329342	0.329342
-5.61673	-5.38375	1	-0.232972	-0.232972
-4.71318	-5.0379	1	0.324718	0.324718
-4.0451	-3.93751	1	-0.107589	-0.107589
-3.42051	-3.56983	1	0.149324	0.149324
-3.5391	-2.89154	1	-0.64756	-0.64756
-3.50748	-3.3769	1	-0.130583	-0.130583
-2.58299	-3.18867	1	0.605684	0.605684
-1.80072	-1.94219	1	0.141477	0.141477
-0.990729	-1.44825	1	0.457517	0.457517
-1.27516	-0.611804	1	-0.663358	-0.663358
-1.54084	-1.52223	1	-0.0186099	-0.0186099
-0.174523	-1.39274	1	1.21821	1.21821
-2.21115	0.475212	1	-2.68637	-2.68637
-4.56176	-3.32594	1	-1.23581	-1.23581
-6.57504	-4.9433	1	-1.63174	-1.63174
-5.79154	-6.86024	1	1.06871	1.06871
-5.40181	-4.77981	1	-0.622001	-0.622001
-5.43915	-5.08195	1	-0.3572	-0.3572
-5.61811	-4.95627	1	-0.661843	-0.661843
-2.64186	-5.31957	1	2.6777	2.6777
-2.95785	-1.02747	1	-1.93038	-1.93038
-3.03313	-3.42104	1	0.387911	0.387911
-3.00241	-2.59031	1	-0.412102	-0.412102
-1.92683	-2.89659	1	0.969765	0.969765
0.397581	-1.29865	1	1.69623	1.69623
0.0432125	1.27993	1	-1.23671	-1.23671
-1.33815	-0.480233	1	-0.857918	-0.857918
-0.554518	-1.7205	1	1.16598	1.16598
-0.161203	-0.0316846	1	-0.129518	-0.129518
-1.45563	-0.252545	1	-1.20309	-1.20309
-0.802703	-1.90618	1	1.10347	1.10347
-0.716421	-0.330627	1	-0.385794	-0.385794
-1.16438	-0.789003	1	-0.375378	-0.375378
-1.6281	-1.31212	1	-0.315977	-0.315977
-1.91209	-1.70323	1	-0.208864	-0.208864
-1.57684	-1.89963	1	0.322786	0.322786
-1.16305	-1.33677	1	0.173718	0.173718
-1.51184	-0.965032	1	-0.54681	-0.54681
-2.21375	-1.65637	1	-0.557384	-0.557384
-0.992367	-2.37324	1	1.38088	1.38088
-1.39743	-0.260864	1	-1.13656	-1.13656
-1.35098	-1.75176	1	0.400776	0.400776
-1.07072	-1.04859	1	-0.0221293	-0.0221293
0.18621	-1.02699	1	1.2132	1.2132
0.496825	0.756933	1	-0.260108	-0.260108
0.276682	0.395212	1	-0.11853	-0.11853
-0.717122	0.0985797	1	-0.815701	-0.815701
-0.482418	-1.04878	1	0.566361	0.566361
-0.961698	-0.296975	1	-0.664724	-0.664724
-0.683531	-1.22183	1	0.538297	0.538297
0.111765	-0.438347	1	0.550113	0.550113
-0.64642	0.276429	1	-0.922848	-0.922848
0.845714	-1.10485	1	1.95056	1.95056
1.9718	1.64304	1	0.328759	0.328759
3.06566	2.01553	1	1.05013	1.05013
3.87688	3.32171	1	0.555172	0.555172
3.87356	3.79983	1	0.0737304	0.0737304
4.65736	3.49193	1	1.16544	1.16544
6.37393	4.72711	1	1.64682	1.64682
6.86669	6.48829	1	0.378401	0.378401
6.26358	6.38597	1	-0.122394	-0.122394
5.62261	5.52378	1	0.0988323	0.0988323
4.41442	5.01714	1	-0.60272	-0.60272
4.3567	3.53953	1	0.817168	0.817168
3.643	4.10674	1	-0.463734	-0.463734
3.81337	2.96057	1	0.852795	0.852795
3.13763	3.77019	1	-0.632558	-0.632558
1.4539	2.47691	1	-1.02301	-1.02301
-0.220477	0.718978	1	-0.939455	-0.939455
-0.716457	-0.765207	1	0.0487497	0.0487497
0.120916	-0.714217	1	0.835134	0.835134
0.366727	0.499299	1	-0.132572	-0.132572
-1.17711	0.331419	1	-1.50853	-1.50853
-1.10592	-1.78176	1	0.675842	0.675842
-0.715984	-0.707402	1	-0.00858208	-0.00858208
-0.28813	-0.534493	1	0.246363	0.246363
1.02964	-0.113857	1	1.1435	1.1435
2.9202	1.52656	1	1.39364	1.39364
2.9426	3.49468	1	-0.552083	-0.552083
1.10039	2.52016	1	-1.41977	-1.41977
-0.289475	0.295554	1	-0.585029	-0.585029
0.369067	-0.682042	1	1.05111	1.05111
0.86325	0.748898	1	0.114351	0.114351
1.08146	0.865493	1	0.215966	0.215966
0.245649	1.06969	1	-0.824044	-0.824044
1.01244	-0.14336	1	1.1558	1.1558
4.25858	1.42059	1	2.83799	2.83799
5.46354	5.28353	1	0.180006	0.180006
5.84956	5.15756	1	0.692003	0.692003
5.3329	5.63659	1	-0.303686	-0.303686
1.97662	4.62867	1	-2.65205	-2.65205
1.33599	0.330884	1	1.00511	1.00511
0.617793	1.52368	1	-0.905889	-0.905889
-0.984176	0.0219274	1	-1.0061	-1.0061
-2.71902	-1.40387	1	-1.31515	-1.31515
-2.57895	-3.12318	1	0.544229	0.544229
-3.04388	-2.10343	1	-0.940451	-0.940451
-2.50146	-3.06282	1	0.561365	0.561365
-1.902	-1.94209	1	0.0400886	0.0400886
-2.93802	-1.48475	1	-1.45327	-1.45327
-3.90605	-3.28459	1	-0.621457	-0.621457
-4.07446	-3.82083	1	-0.253626	-0.253626
-3.42689	-3.7767	1	0.349815	0.349815
-2.45291	-2.8407	1	0.387794	0.387794
-2.75382	-1.90969	1	-0.844135	-0.844135
-2.30947	-2.76162	1	0.452145	0.452145
-1.93651	-1.81817	1	-0.118331	-0.118331
-1.63293	-1.74139	1	0.108467	0.108467
-1.24356	-1.36957	1	0.126012	0.126012
0.444084	-1.02388	1	1.46797	1.46797
-0.350396	1.20191	1	-1.55231	-1.55231
-0.941941	-0.974558	1	0.0326169	0.0326169
-1.0038	-0.94776	1	-0.0560403	-0.0560403
-3.10289	-0.841602	1	-2.26129	-2.26129
-4.87754	-3.8705	1	-1.00704	-1.00704
-4.7382	-4.9491	1	0.210897	0.210897
-5.32109	-4.24761	1	-1.07348	-1.07348
-5.16999	-5.24364	1	0.0736541	0.0736541
-4.40024	-4.59093	1	0.190692	0.190692
-4.3429	-3.76238	1	-0.580524	-0.580524
-1.92013	-4.20707	1	2.28695	2.28695
0.205106	-0.473012	1	0.678118	0.678118
-0.116871	0.705973	1	-0.822844	-0.822844
-1.52698	-0.395085	1	-1.13189	-1.13189
-3.26946	-2.00871	1	-1.26075	-1.26075
-2.67228	-3.7297	1	1.05742	1.05742
0.312692	-1.9355	1	2.24819	2.24819
1.36084	1.48945	1	-0.128617	-0.128617
2.35984	1.27117	1	1.08867	1.08867
3.23505	2.67993	1	0.555123	0.555123
4.64414	3.26916	1	1.37498	1.37498
6.22557	4.81869	1	1.40687	1.40687
6.11009	6.34135	1	-0.231254	-0.231254
6.09579	5.41304	1	0.682742	0.682742
5.75972	5.74031	1	0.0194111	0.0194111
4.85832	5.13227	1	-0.273946	-0.273946
5.45963	4.12323	1	1.3364	1.3364
5.44573	5.45841	1	-0.0126818	-0.0126818
5.21245	4.90697	1	0.305482	0.305482
4.22954	4.80375	1	-0.574214	-0.574214
4.67872	3.41829	1	1.26043	1.26043
4.64043	4.79129	1	-0.150857	-0.150857
4.35257	4.11049	1	0.242078	0.242078
4.64837	4.00606	1	0.642311	0.642311
2.9865	4.44082	1	-1.45432	-1.45432
3.0628	1.98427	1	1.07853	1.07853
2.43049	3.19809	1	-0.767599	-0.767599
1.80154	1.87823	1	-0.0766919	-0.0766919
2.39834	1.53197	1	0.866372	0.866372
1.77472	2.62297	1	-0.848248	-0.848248
0.809934	1.23324	1	-0.423304	-0.423304
-0.411573	0.4865	1	-0.898073	-0.898073
-0.709209	-0.781202	1	0.0719936	0.0719936
-0.443594	-0.689776	1	0.246182	0.246182
-0.0233726	-0.238282	1	0.21491	0.21491
1.77072	0.126494	1	1.64423	1.64423
2.74027	2.47527	1	0.264999	0.264999
2.74031	2.75663	1	-0.0163234	-0.0163234
3.22866	2.4883	1	0.740357	0.740357
3.80602	3.23298	1	0.573041	0.573041
5.4916	3.74155	1	1.75005	1.75005
3.57352	5.85447	1	-2.28095	-2.28095
3.30085	2.16563	1	1.13522	1.13522
3.13164	3.4104	1	-0.278763	-0.278763
4.87567	2.66382	1	2.21185	2.21185
4.96066	5.48317	1	-0.52251	-0.52251
5.11406	4.28961	1	0.824451	0.824451
2.8312	5.01169	1	-2.18049	-2.18049
-0.820242	1.52074	1	-2.34098	-2.34098
-1.68032	-2.01702	1	0.336703	0.336703
-2.35842	-1.51177	1	-0.846651	-0.846651
-1.7529	-2.54953	1	0.796624	0.796624
-0.990093	-1.15576	1	0.165668	0.165668
-0.667276	-0.618674	1	-0.048602	-0.048602
-2.19981	-0.532204	1	-1.66761	-1.66761
-4.44477	-2.7211	1	-1.72367	-1.72367
-5.08686	-4.88922	1	-0.19764	-0.19764
-5.01777	-4.75838	1	-0.259386	-0.259386
-4.26931	-4.63393	1	0.364619	0.364619
-3.41189	-3.54844	1	0.136546	0.136546
-3.13649	-2.81128	1	-0.325208	-0.325208
-2.71373	-2.83683	1	0.123098	0.123098
-1.1977	-2.33932	1	1.14161	1.14161
0.423447	-0.425256	1	0.848703	0.848703
2.36698	0.935288	1	1.43169	1.43169
2.27771	2.99003	1	-0.712319	-0.712319
3.29644	1.76977	1	1.52667	1.52667
3.48674	3.58251	1	-0.0957667	-0.0957667
3.035	3.13095	1	-0.0959518	-0.0959518
1.6212	2.61342	1	-0.992221	-0.992221
0.85199	0.905641	1	-0.053651	-0.053651
1.53725	0.720667	1	0.816584	0.816584
1.52698	1.69773	1	-0.170748	-0.170748
1.04085	1.34455	1	-0.3037	-0.3037
1.19341	0.806568	1	0.386842	0.386842
0.817137	1.2904	1	-0.473265	-0.473265
0.91993	0.497602	1	0.422328	0.422328
1.04117	1.05396	1	-0.0127895	-0.0127895
1.61421	0.940383	1	0.673829	0.673829
2.33498	1.80344	1	0.531541	0.531541
3.56624	2.47817	1	1.08807	1.08807
4.28616	3.83183	1	0.454322	0.454322
4.32213	4.17568	1	0.14645	0.14645
3.83799	3.98638	1	-0.148386	-0.148386
4.52761	3.36348	1	1.16414	1.16414
4.92441	4.65971	1	0.264698	0.264698
3.58588	4.59673	1	-1.01085	-1.01085
2.57111	2.73463	1	-0.163518	-0.163518
1.87394	2.14987	1	-0.275933	-0.275933
0.891429	1.51038	1	-0.61895	-0.61895
-0.500983	0.418605	1	-0.919588	-0.919588
-1.1311	-0.875291	1	-0.255813	-0.255813
-1.08002	-1.17201	1	0.0919927	0.0919927
-0.0746062	-0.893017	1	0.818411	0.818411
1.54979	0.506358	1	1.04344	1.04344
0.266642	2.09574	1	-1.8291	-1.8291
-1.06647	-0.522874	1	-0.543591	-0.543591
-1.77131	-1.21607	1	-0.555247	-0.555247
-1.6069	-1.85499	1	0.248092	0.248092
-0.41009	-1.29131	1	0.881225	0.881225
-0.498145	0.193554	1	-0.691699	-0.691699
1.17704	-0.731603	1	1.90865	1.90865
3.23175	2.03624	1	1.19551	1.19551
5.44776	3.71734	1	1.73042	1.73042
5.02484	5.96044	1	-0.9356	-0.9356
4.63436	4.25641	1	0.377944	0.377944
4.14717	4.28733	1	-0.140159	-0.140159
2.69028	3.57361	1	-0.883328	-0.883328
3.52322	1.95479	1	1.56843	1.56843
3.02914	3.84067	1	-0.811526	-0.811526
4.86127	2.37741	1	2.48386	2.48386
4.3328	5.52937	1	-1.19657	-1.19657
4.09166	3.38851	1	0.703146	0.703146
2.98044	3.98507	1	-1.00464	-1.00464
0.336486	2.17138	1	-1.83489	-1.83489
-1.40486	-0.683405	1	-0.721452	-0.721452
-2.28457	-1.73681	1	-0.547763	-0.547763
-3.59128	-2.42072	1	-1.17056	-1.17056
-1.37038	-3.8067	1	2.43633	2.43633
-0.815469	-0.0261517	1	-0.789318	-0.789318
0.178786	-0.875486	1	1.05427	1.05427
1.06727	0.71042	1	0.356853	0.356853
2.42082	1.27851	1	1.14231	1.14231
3.56378	2.83134	1	0.732439	0.732439
3.11156	3.66203	1	-0.550468	-0.550468
1.02287	2.65614	1	-1.63328	-1.63328
-0.993963	0.0391691	1	-1.03313	-1.03313
-0.714399	-1.49534	1	0.780941	0.780941
-1.53407	-0.325721	1	-1.20835	-1.20835
-1.33594	-1.95529	1	0.61934	0.61934
-1.17368	-0.882352	1	-0.291323	-0.291323
-0.994308	-1.1032	1	0.108888	0.108888
0.200712	-0.754552	1	0.955264	0.955264
0.678833	0.724804	1	-0.0459705	-0.0459705
0.130995	0.698004	1	-0.567009	-0.567009
-0.588557	-0.117011	1	-0.471546	-0.471546
-0.655513	-0.827304	1	0.171791	0.171791
-0.999167	-0.52273	1	-0.476436	-0.476436
-1.88157	-1.10315	1	-0.778423	-0.778423
-2.85866	-2.10662	1	-0.752042	-0.752042
-3.96849	-2.98997	1	-0.97852	-0.97852
-2.97856	-4.14555	1	1.16699	1.16699
-3.16441	-2.03222	1	-1.13219	-1.13219
-2.77415	-3.33561	1	0.561458	0.561458
-1.87694	-2.20148	1	0.324544	0.324544
-0.251044	-1.53309	1	1.28205	1.28205
0.63201	0.503547	1	0.128463	0.128463
1.64509	0.71537	1	0.929721	0.929721
2.43828	2.06292	1	0.375356	0.375356
2.51127	2.52975	1	-0.0184796	-0.0184796
2.38162	2.25625	1	0.125378	0.125378
1.82583	2.21257	1	-0.386737	-0.386737
2.1638	1.39079	1	0.773013	0.773013
0.975031	2.26609	1	-1.29106	-1.29106
0.278335	0.242007	1	0.0363277	0.0363277
2.82687	0.233986	1	2.59289	2.59289
4.09418	3.88339	1	0.21079	0.21079
2.95934	3.95779	1	-0.998452	-0.998452
2.98823	2.21333	1	0.7749	0.7749
2.6186	2.99053	1	-0.371934	-0.371934
2.05496	2.18058	1	-0.125623	-0.125623
2.11792	1.76649	1	0.351428	0.351428
2.71993	2.05613	1	0.663802	0.663802
1.83451	2.75261	1	-0.918094	-0.918094
1.55264	1.2029	1	0.34974	0.34974
0.577125	1.46616	1	-0.889032	-0.889032
0.018712	0.112686	1	-0.0939736	-0.0939736
-0.54632	-0.133544	1	-0.412775	-0.412775
-1.90248	-0.696175	1	-1.2063	-1.2063
-3.06407	-2.31348	1	-0.750599	-0.750599
-2.45147	-3.13525	1	0.683783	0.683783
-1.11042	-1.86698	1	0.756557	0.756557
-1.44356	-0.550893	1	-0.89267	-0.89267
-2.59997	-1.61394	1	-0.98603	-0.98603
-2.92793	-2.80215	1	-0.125783	-0.125783
-3.3045	-2.7248	1	-0.579702	-0.579702
-2.46327	-3.20681	1	0.743546	0.743546
-0.842479	-1.83483	1	0.992353	0.992353
0.151665	-0.156771	1	0.308436	0.308436
-0.845892	0.392346	1	-1.23824	-1.23824
0.619391	-1.33016	1	1.94955	1.94955
1.96978	1.43801	1	0.531768	0.531768
3.2583	2.13265	1	1.12565	1.12565
2.27028	3.53591	1	-1.26562	-1.26562
0.471971	1.46846	1	-0.996493	-0.996493
0.256609	-0.225649	1	0.482257	0.482257
0.454099	0.33751	1	0.116589	0.116589
1.52018	0.484664	1	1.03552	1.03552
3.71115	1.8822	1	1.82895	1.82895
3.27893	4.31559	1	-1.03667	-1.03667
3.98697	2.56144	1	1.42553	1.42553
4.65946	4.26304	1	0.396414	0.396414
4.58222	4.43909	1	0.143124	0.143124
3.27358	4.18498	1	-0.911401	-0.911401
4.04667	2.42139	1	1.62528	1.62528
6.20563	4.30512	1	1.90051	1.90051
8.49433	6.64673	1	1.8476	1.8476
8.59562	8.6842	1	-0.0885753	-0.0885753
8.19532	7.80088	1	0.394444	0.394444
6.47586	7.51279	1	-1.03693	-1.03693
4.5006	5.21834	1	-0.717743	-0.717743
3.38943	3.57664	1	-0.18721	-0.18721
4.96613	2.76433	1	2.2018	2.2018
4.92156	5.46273	1	-0.541167	-0.541167
3.23584	4.20522	1	-0.969382	-0.969382
2.1494	2.44244	1	-0.293042	-0.293042
1.12662	1.70363	1	-0.577007	-0.577007
0.115889	0.705708	1	-0.58982	-0.58982
-0.00435055	-0.17178	1	0.16743	0.16743
0.672357	0.0219714	1	0.650385	0.650385
2.56667	1.02398	1	1.54268	1.54268
1.94839	3.09668	1	-1.14829	-1.14829
2.35397	1.38976	1	0.964216	0.964216
2.75663	2.57319	1	0.18344	0.18344
3.84112	2.6992	1	1.14192	1.14192
3.21549	4.15713	1	-0.941638	-0.941638
2.71254	2.5602	1	0.152336	0.152336
2.60029	2.5236	1	0.0766912	0.0766912
1.36882	2.45304	1	-1.08422	-1.08422
0.547366	0.635861	1	-0.0884952	-0.0884952
0.9775	0.448663	1	0.528837	0.528837
0.692679	1.13386	1	-0.441184	-0.441184
1.25137	0.476018	1	0.775353	0.775353
1.88575	1.50965	1	0.376102	0.376102
1.94311	1.95862	1	-0.0155177	-0.0155177
1.52504	1.847	1	-0.321956	-0.321956
1.32041	1.32765	1	-0.00723537	-0.00723537
1.55347	1.25342	1	0.300049	0.300049
0.656336	1.56359	1	-0.90725	-0.90725
-0.360315	0.251985	1	-0.6123	-0.6123
-0.564634	-0.651443	1	0.0868089	0.0868089
-0.746928	-0.441787	1	-0.305141	-0.305141
