Yt	Mt	Ht	Ut	Epst
-0.000150168	0	1	-0.000150168	-0.000150168
0.452428	0	1	0.452428	0.452428
0.227744	0	1	0.227744	0.227744
0.354546	0	1	0.354546	0.354546
-1.13065	0	1	-1.13065	-1.13065
-1.03382	0	1	-1.03382	-1.03382
-1.32001	0	1	-1.32001	-1.32001
0.846989	0	1	0.846989	0.846989
-1.02523	0	1	-1.02523	-1.02523
-0.552138	0	1	-0.552138	-0.552138
-0.865895	0	1	-0.865895	-0.865895
-0.972934	0	1	-0.972934	-0.972934
0.290912	0	1	0.290912	0.290912
0.352758	0	1	0.352758	0.352758
-0.839043	0	1	-0.839043	-0.839043
-0.283576	0	1	-0.283576	-0.283576
2.05487	0	1	2.05487	2.05487
1.09639	0	1	1.09639	1.09639
-1.00801	0	1	-1.00801	-1.00801
-0.172704	0	1	-0.172704	-0.172704
-0.422008	0	1	-0.422008	-0.422008
1.31192	0	1	1.31192	1.31192
-0.870898	0	1	-0.870898	-0.870898
0.335962	0	1	0.335962	0.335962
0.173877	0	1	0.173877	0.173877
2.59413	0	1	2.59413	2.59413
-0.273626	0	1	-0.273626	-0.273626
0.778948	0	1	0.778948	0.778948
3.39652	0	1	3.39652	3.39652
-0.0358633	0	1	-0.0358633	-0.0358633
-0.684891	0	1	-0.684891	-0.684891
0.218176	0	1	0.218176	0.218176
0.0501891	0	1	0.0501891	0.0501891
-0.678536	0	1	-0.678536	-0.678536
-0.837545	0	1	-0.837545	-0.837545
-0.262337	0	1	-0.262337	-0.262337
-0.952077	0	1	-0.952077	-0.952077
3.71799	0	1	3.71799	3.71799
-1.03772	0	1	-1.03772	-1.03772
0.253715	0	1	0.253715	0.253715
-1.55819	0	1	-1.55819	-1.55819
-0.387907	0	1	-0.387907	-0.387907
0.883583	0	1	0.883583	0.883583
-0.622542	0	1	-0.622542	-0.622542
0.139712	0	1	0.139712	0.139712
-0.72945	0	1	-0.72945	-0.72945
-0.341249	0	1	-0.341249	-0.341249
0.330198	0	1	0.330198	0.330198
0.979341	0	1	0.979341	0.979341
0.247215	0	1	0.247215	0.247215
-1.19314	0	1	-1.19314	-1.19314
-1.04084	0	1	-1.04084	-1.04084
-0.184955	0	1	-0.184955	-0.184955
0.669216	0	1	0.669216	0.669216
-0.201757	0	1	-0.201757	-0.201757
1.7248	0	1	1.7248	1.7248
2.48284	0	1	2.48284	2.48284
-0.510695	0	1	-0.510695	-0.510695
-0.809882	0	1	-0.809882	-0.809882
-0.492416	0	1	-0.492416	-0.492416
0.259444	0	1	0.259444	0.259444
0.345385	0	1	0.345385	0.345385
0.138997	0	1	0.138997	0.138997
-1.1159	0	1	-1.1159	-1.1159
0.624845	0	1	0.624845	0.624845
0.51508	0	1	0.51508	0.51508
-0.718544	0	1	-0.718544	-0.718544
-0.668511	0	1	-0.668511	-0.668511
1.98737	0	1	1.98737	1.98737
-0.312916	0	1	-0.312916	-0.312916
-0.50738	0	1	-0.50738	-0.50738
-3.06082	0	1	-3.06082	-3.06082
1.10042	0	1	1.10042	1.10042
-2.17931	0	1	-2.17931	-2.17931
-0.905242	0	1	-0.905242	-0.905242
-1.82626	0	1	-1.82626	-1.82626
0.129724	0	1	0.129724	0.129724
0.496009	0	1	0.496009	0.496009
0.14941	0	1	0.14941	0.14941
2.08114	0	1	2.08114	2.08114
-0.142936	0	1	-0.142936	-0.142936
-0.0643814	0	1	-0.0643814	-0.0643814
-0.225746	0	1	-0.225746	-0.225746
0.440053	0	1	0.440053	0.440053
0.0605558	0	1	0.0605558	0.0605558
0.345517	0	1	0.345517	0.345517
1.87206	0	1	1.87206	1.87206
-1.60962	0	1	-1.60962	-1.60962
-0.63075	0	1	-0.63075	-0.63075
1.10451	0	1	1.10451	1.10451
-0.588279	0	1	-0.588279	-0.588279
-0.54375	0	1	-0.54375	-0.54375
-0.584713	0	1	-0.584713	-0.584713
1.69715	0	1	1.69715	1.69715
0.984592	0	1	0.984592	0.984592
0.577446	0	1	0.577446	0.577446
-0.0439805	0	1	-0.0439805	-0.0439805
-0.346504	0	1	-0.346504	-0.346504
-0.786219	0	1	-0.786219	-0.786219
-1.21748	0	1	-1.21748	-1.21748
-0.609008	0	1	-0.609008	-0.609008
-1.66607	0	1	-1.66607	-1.66607
-0.718294	0	1	-0.718294	-0.718294
-0.399849	0	1	-0.399849	-0.399849
-0.241165	0	1	-0.241165	-0.241165
-0.4235	0	1	-0.4235	-0.4235
-0.274824	0	1	-0.274824	-0.274824
-1.05078	0	1	-1.05078	-1.05078
0.781929	0	1	0.781929	0.781929
-0.907859	0	1	-0.907859	-0.907859
-0.625386	0	1	-0.625386	-0.625386
-0.886729	0	1	-0.886729	-0.886729
1.6354	0	1	1.6354	1.6354
0.33993	0	1	0.33993	0.33993
-0.999124	0	1	-0.999124	-0.999124
-0.687479	0	1	-0.687479	-0.687479
-0.366757	0	1	-0.366757	-0.366757
-0.434034	0	1	-0.434034	-0.434034
0.483883	0	1	0.483883	0.483883
-0.635794	0	1	-0.635794	-0.635794
0.37847	0	1	0.37847	0.37847
-0.13523	0	1	-0.13523	-0.13523
-1.04904	0	1	-1.04904	-1.04904
-0.946158	0	1	-0.946158	-0.946158
0.34142	0	1	0.34142	0.34142
0.464975	0	1	0.464975	0.464975
2.44246	0	1	2.44246	2.44246
0.388442	0	1	0.388442	0.388442
0.00295157	0	1	0.00295157	0.00295157
0.339533	0	1	0.339533	0.339533
1.89438	0	1	1.89438	1.89438
0.107936	0	1	0.107936	0.107936
0.64068	0	1	0.64068	0.64068
1.41757	0	1	1.41757	1.41757
0.275019	0	1	0.275019	0.275019
0.310141	0	1	0.310141	0.310141
0.0560066	0	1	0.0560066	0.0560066
1.85863	0	1	1.85863	1.85863
-0.913288	0	1	-0.913288	-0.913288
-0.509588	0	1	-0.509588	-0.509588
1.84051	0	1	1.84051	1.84051
-1.07965	0	1	-1.07965	-1.07965
0.16418	0	1	0.16418	0.16418
1.91795	0	1	1.91795	1.91795
2.66472	0	1	2.66472	2.66472
-1.24402	0	1	-1.24402	-1.24402
-0.130545	0	1	-0.130545	-0.130545
0.339231	0	1	0.339231	0.339231
-0.00675079	0	1	-0.00675079	-0.00675079
0.0787173	0	1	0.0787173	0.0787173
0.37245	0	1	0.37245	0.37245
-0.223347	0	1	-0.223347	-0.223347
0.0459645	0	1	0.0459645	0.0459645
-1.23326	0	1	-1.23326	-1.23326
0.216281	0	1	0.216281	0.216281
-0.392858	0	1	-0.392858	-0.392858
-0.765662	0	1	-0.765662	-0.765662
-2.34091	0	1	-2.34091	-2.34091
-0.146341	0	1	-0.146341	-0.146341
-0.838246	0	1	-0.838246	-0.838246
-1.6288	0	1	-1.6288	-1.6288
1.33581	0	1	1.33581	1.33581
0.525558	0	1	0.525558	0.525558
-0.264922	0	1	-0.264922	-0.264922
-0.325763	0	1	-0.325763	-0.325763
0.604811	0	1	0.604811	0.604811
-0.280369	0	1	-0.280369	-0.280369
-0.839092	0	1	-0.839092	-0.839092
0.0532627	0	1	0.0532627	0.0532627
-1.00229	0	1	-1.00229	-1.00229
-0.547559	0	1	-0.547559	-0.547559
-0.166906	0	1	-0.166906	-0.166906
1.67289	0	1	1.67289	1.67289
1.61432	0	1	1.61432	1.61432
-1.22947	0	1	-1.22947	-1.22947
0.145686	0	1	0.145686	0.145686
-0.100923	0	1	-0.100923	-0.100923
0.178754	0	1	0.178754	0.178754
-1.00876	0	1	-1.00876	-1.00876
0.23576	0	1	0.23576	0.23576
-0.99771	0	1	-0.99771	-0.99771
0.257675	0	1	0.257675	0.257675
-0.663955	0	1	-0.663955	-0.663955
-0.406113	0	1	-0.406113	-0.406113
0.087044	0	1	0.087044	0.087044
0.306389	0	1	0.306389	0.306389
-0.00422957	0	1	-0.00422957	-0.00422957
-1.6705	0	1	-1.6705	-1.6705
-0.856077	0	1	-0.856077	-0.856077
3.02118	0	1	3.02118	3.02118
0.0444956	0	1	0.0444956	0.0444956
0.214875	0	1	0.214875	0.214875
0.0991502	0	1	0.0991502	0.0991502
-0.0997338	0	1	-0.0997338	-0.0997338
-0.519207	0	1	-0.519207	-0.519207
-0.372802	0	1	-0.372802	-0.372802
1.19526	0	1	1.19526	1.19526
0.644602	0	1	0.644602	0.644602
0.110213	0	1	0.110213	0.110213
-1.59555	0	1	-1.59555	-1.59555
-1.81502	0	1	-1.81502	-1.81502
0.393667	0	1	0.393667	0.393667
-0.662206	0	1	-0.662206	-0.662206
0.518919	0	1	0.518919	0.518919
7.67287	0	1	7.67287	7.67287
0.564716	0	1	0.564716	0.564716
-0.171502	0	1	-0.171502	-0.171502
0.863761	0	1	0.863761	0.863761
0.173612	0	1	0.173612	0.173612
1.32747	0	1	1.32747	1.32747
-1.32301	0	1	-1.32301	-1.32301
0.52711	0	1	0.52711	0.52711
-0.418628	0	1	-0.418628	-0.418628
-1.46718	0	1	-1.46718	-1.46718
0.662696	0	1	0.662696	0.662696
0.929479	0	1	0.929479	0.929479
-0.48747	0	1	-0.48747	-0.48747
-1.19107	0	1	-1.19107	-1.19107
-0.761723	0	1	-0.761723	-0.761723
-0.942771	0	1	-0.942771	-0.942771
-0.36288	0	1	-0.36288	-0.36288
-0.0601793	0	1	-0.0601793	-0.0601793
0.809327	0	1	0.809327	0.809327
-1.43332	0	1	-1.43332	-1.43332
-1.0508	0	1	-1.0508	-1.0508
0.0483505	0	1	0.0483505	0.0483505
0.90495	0	1	0.90495	0.90495
-0.805027	0	1	-0.805027	-0.805027
-0.724113	0	1	-0.724113	-0.724113
3.76426	0	1	3.76426	3.76426
-0.678831	0	1	-0.678831	-0.678831
1.25047	0	1	1.25047	1.25047
0.977945	0	1	0.977945	0.977945
-0.57231	0	1	-0.57231	-0.57231
-1.49923	0	1	-1.49923	-1.49923
0.418823	0	1	0.418823	0.418823
-0.832436	0	1	-0.832436	-0.832436
-0.114726	0	1	-0.114726	-0.114726
-1.63918	0	1	-1.63918	-1.63918
0.315347	0	1	0.315347	0.315347
0.817565	0	1	0.817565	0.817565
0.789949	0	1	0.789949	0.789949
-0.179522	0	1	-0.179522	-0.179522
-0.0457566	0	1	-0.0457566	-0.0457566
0.680834	0	1	0.680834	0.680834
-0.507841	0	1	-0.507841	-0.507841
0.396195	0	1	0.396195	0.396195
-0.307356	0	1	-0.307356	-0.307356
0.870963	0	1	0.870963	0.870963
1.75414	0	1	1.75414	1.75414
-0.00296155	0	1	-0.00296155	-0.00296155
0.431865	0	1	0.431865	0.431865
-0.413774	0	1	-0.413774	-0.413774
0.24461	0	1	0.24461	0.24461
-1.39548	0	1	-1.39548	-1.39548
-0.93418	0	1	-0.93418	-0.93418
1.20449	0	1	1.20449	1.20449
0.467944	0	1	0.467944	0.467944
2.00184	0	1	2.00184	2.00184
-0.297291	0	1	-0.297291	-0.297291
-1.00437	0	1	-1.00437	-1.00437
-0.276777	0	1	-0.276777	-0.276777
-0.212858	0	1	-0.212858	-0.212858
-0.342906	0	1	-0.342906	-0.342906
-0.637217	0	1	-0.637217	-0.637217
-0.634302	0	1	-0.634302	-0.634302
1.88289	0	1	1.88289	1.88289
0.777317	0	1	0.777317	0.777317
2.13946	0	1	2.13946	2.13946
5.60063	0	1	5.60063	5.60063
1.77475	0	1	1.77475	1.77475
-0.701579	0	1	-0.701579	-0.701579
-2.00069	0	1	-2.00069	-2.00069
-0.264474	0	1	-0.264474	-0.264474
0.319256	0	1	0.319256	0.319256
-0.144396	0	1	-0.144396	-0.144396
-1.64713	0	1	-1.64713	-1.64713
0.902047	0	1	0.902047	0.902047
-1.08368	0	1	-1.08368	-1.08368
-1.14273	0	1	-1.14273	-1.14273
1.23753	0	1	1.23753	1.23753
-0.261692	0	1	-0.261692	-0.261692
1.36204	0	1	1.36204	1.36204
-0.00495866	0	1	-0.00495866	-0.00495866
0.599568	0	1	0.599568	0.599568
0.826468	0	1	0.826468	0.826468
-0.0568757	0	1	-0.0568757	-0.0568757
-1.33147	0	1	-1.33147	-1.33147
-1.33871	0	1	-1.33871	-1.33871
1.30224	0	1	1.30224	1.30224
-0.958996	0	1	-0.958996	-0.958996
-0.176903	0	1	-0.176903	-0.176903
-1.26177	0	1	-1.26177	-1.26177
-0.628418	0	1	-0.628418	-0.628418
1.60238	0	1	1.60238	1.60238
-0.118685	0	1	-0.118685	-0.118685
0.0212537	0	1	0.0212537	0.0212537
0.761793	0	1	0.761793	0.761793
0.237672	0	1	0.237672	0.237672
-0.566507	0	1	-0.566507	-0.566507
-1.3801	0	1	-1.3801	-1.3801
-0.693814	0	1	-0.693814	-0.693814
0.442798	0	1	0.442798	0.442798
0.310198	0	1	0.310198	0.310198
0.126619	0	1	0.126619	0.126619
-0.954985	0	1	-0.954985	-0.954985
0.738931	0	1	0.738931	0.738931
0.293389	0	1	0.293389	0.293389
1.01766	0	1	1.01766	1.01766
0.804153	0	1	0.804153	0.804153
-1.24197	0	1	-1.24197	-1.24197
-1.25398	0	1	-1.25398	-1.25398
1.23935	0	1	1.23935	1.23935
0.594487	0	1	0.594487	0.594487
-1.24619	0	1	-1.24619	-1.24619
1.00571	0	1	1.00571	1.00571
0.659446	0	1	0.659446	0.659446
0.351864	0	1	0.351864	0.351864
-0.733762	0	1	-0.733762	-0.733762
-0.22582	0	1	-0.22582	-0.22582
1.64211	0	1	1.64211	1.64211
0.292422	0	1	0.292422	0.292422
-0.230189	0	1	-0.230189	-0.230189
1.22115	0	1	1.22115	1.22115
0.0469025	0	1	0.0469025	0.0469025
-1.53183	0	1	-1.53183	-1.53183
0.628972	0	1	0.628972	0.628972
-0.486594	0	1	-0.486594	-0.486594
0.136827	0	1	0.136827	0.136827
-0.7738	0	1	-0.7738	-0.7738
0.231674	0	1	0.231674	0.231674
0.0386835	0	1	0.0386835	0.0386835
0.768572	0	1	0.768572	0.768572
2.01419	0	1	2.01419	2.01419
-0.361553	0	1	-0.361553	-0.361553
3.6818	0	1	3.6818	3.6818
0.551085	0	1	0.551085	0.551085
-0.256054	0	1	-0.256054	-0.256054
-0.374943	0	1	-0.374943	-0.374943
-1.03231	0	1	-1.03231	-1.03231
-0.0577376	0	1	-0.0577376	-0.0577376
0.9099	0	1	0.9099	0.9099
1.45333	0	1	1.45333	1.45333
0.872687	0	1	0.872687	0.872687
-0.26176	0	1	-0.26176	-0.26176
-0.659643	0	1	-0.659643	-0.659643
0.290822	0	1	0.290822	0.290822
0.627116	0	1	0.627116	0.627116
0.295411	0	1	0.295411	0.295411
-0.126687	0	1	-0.126687	-0.126687
0.918592	0	1	0.918592	0.918592
0.172601	0	1	0.172601	0.172601
-0.235116	0	1	-0.235116	-0.235116
-0.00260744	0	1	-0.00260744	-0.00260744
-0.44162	0	1	-0.44162	-0.44162
0.267358	0	1	0.267358	0.267358
1.44766	0	1	1.44766	1.44766
-0.639756	0	1	-0.639756	-0.639756
-1.03955	0	1	-1.03955	-1.03955
2.08957	0	1	2.08957	2.08957
0.3905	0	1	0.3905	0.3905
-0.267166	0	1	-0.267166	-0.267166
0.193919	0	1	0.193919	0.193919
-0.436005	0	1	-0.436005	-0.436005
-0.725336	0	1	-0.725336	-0.725336
-0.586207	0	1	-0.586207	-0.586207
0.431341	0	1	0.431341	0.431341
-1.38245	0	1	-1.38245	-1.38245
-0.153724	0	1	-0.153724	-0.153724
-1.19373	0	1	-1.19373	-1.19373
-1.03687	0	1	-1.03687	-1.03687
3.19235	0	1	3.19235	3.19235
-0.465355	0	1	-0.465355	-0.465355
0.619645	0	1	0.619645	0.619645
1.3398	0	1	1.3398	1.3398
-0.374216	0	1	-0.374216	-0.374216
0.83361	0	1	0.83361	0.83361
-0.478874	0	1	-0.478874	-0.478874
-0.661752	0	1	-0.661752	-0.661752
-0.437878	0	1	-0.437878	-0.437878
0.573743	0	1	0.573743	0.573743
0.0807752	0	1	0.0807752	0.0807752
-0.161027	0	1	-0.161027	-0.161027
0.317548	0	1	0.317548	0.317548
-0.52449	0	1	-0.52449	-0.52449
1.01572	0	1	1.01572	1.01572
0.90504	0	1	0.90504	0.90504
-0.922573	0	1	-0.922573	-0.922573
-0.537456	0	1	-0.537456	-0.537456
1.81657	0	1	1.81657	1.81657
-1.13376	0	1	-1.13376	-1.13376
-0.741986	0	1	-0.741986	-0.741986
1.05266	0	1	1.05266	1.05266
-0.45532	0	1	-0.45532	-0.45532
2.64627	0	1	2.64627	2.64627
-1.51302	0	1	-1.51302	-1.51302
0.887091	0	1	0.887091	0.887091
-0.0959774	0	1	-0.0959774	-0.0959774
-0.161058	0	1	-0.161058	-0.161058
2.04544	0	1	2.04544	2.04544
1.97423	0	1	1.97423	1.97423
0.342537	0	1	0.342537	0.342537
1.05368	0	1	1.05368	1.05368
-0.239046	0	1	-0.239046	-0.239046
-0.515466	0	1	-0.515466	-0.515466
-1.30715	0	1	-1.30715	-1.30715
-0.247271	0	1	-0.247271	-0.247271
-0.774251	0	1	-0.774251	-0.774251
-0.48631	0	1	-0.48631	-0.48631
-0.0150691	0	1	-0.0150691	-0.0150691
-0.548004	0	1	-0.548004	-0.548004
1.25698	0	1	1.25698	1.25698
-0.159559	0	1	-0.159559	-0.159559
-0.683595	0	1	-0.683595	-0.683595
2.15036	0	1	2.15036	2.15036
1.39254	0	1	1.39254	1.39254
-0.752062	0	1	-0.752062	-0.752062
-0.525521	0	1	-0.525521	-0.525521
-0.616152	0	1	-0.616152	-0.616152
-0.972068	0	1	-0.972068	-0.972068
-1.1184	0	1	-1.1184	-1.1184
-0.835674	0	1	-0.835674	-0.835674
-0.568362	0	1	-0.568362	-0.568362
1.11588	0	1	1.11588	1.11588
-0.385294	0	1	-0.385294	-0.385294
0.711973	0	1	0.711973	0.711973
-0.814456	0	1	-0.814456	-0.814456
2.72503	0	1	2.72503	2.72503
1.18799	0	1	1.18799	1.18799
-1.07893	0	1	-1.07893	-1.07893
-0.467142	0	1	-0.467142	-0.467142
-0.000713162	0	1	-0.000713162	-0.000713162
0.369611	0	1	0.369611	0.369611
0.23183	0	1	0.23183	0.23183
-0.447622	0	1	-0.447622	-0.447622
-1.20468	0	1	-1.20468	-1.20468
-0.814445	0	1	-0.814445	-0.814445
0.452861	0	1	0.452861	0.452861
0.545487	0	1	0.545487	0.545487
0.630031	0	1	0.630031	0.630031
-0.708675	0	1	-0.708675	-0.708675
0.301399	0	1	0.301399	0.301399
1.21549	0	1	1.21549	1.21549
-0.439323	0	1	-0.439323	-0.439323
-0.0603156	0	1	-0.0603156	-0.0603156
-0.129326	0	1	-0.129326	-0.129326
-0.554783	0	1	-0.554783	-0.554783
0.172971	0	1	0.172971	0.172971
-1.66414	0	1	-1.66414	-1.66414
0.326131	0	1	0.326131	0.326131
-0.298384	0	1	-0.298384	-0.298384
-0.737754	0	1	-0.737754	-0.737754
2.78612	0	1	2.78612	2.78612
-0.572336	0	1	-0.572336	-0.572336
-0.148747	0	1	-0.148747	-0.148747
0.560528	0	1	0.560528	0.560528
1.24898	0	1	1.24898	1.24898
-1.39834	0	1	-1.39834	-1.39834
-0.303497	0	1	-0.303497	-0.303497
-0.751449	0	1	-0.751449	-0.751449
-0.173568	0	1	-0.173568	-0.173568
-0.908538	0	1	-0.908538	-0.908538
-1.15652	0	1	-1.15652	-1.15652
-0.400641	0	1	-0.400641	-0.400641
-1.60721	0	1	-1.60721	-1.60721
-0.52132	0	1	-0.52132	-0.52132
-0.0611089	0	1	-0.0611089	-0.0611089
-0.190818	0	1	-0.190818	-0.190818
1.15338	0	1	1.15338	1.15338
-0.239799	0	1	-0.239799	-0.239799
-0.142453	0	1	-0.142453	-0.142453
-0.374049	0	1	-0.374049	-0.374049
1.20966	0	1	1.20966	1.20966
0.516754	0	1	0.516754	0.516754
-1.08234	0	1	-1.08234	-1.08234
-0.370164	0	1	-0.370164	-0.370164
0.9558	0	1	0.9558	0.9558
0.875477	0	1	0.875477	0.875477
1.64461	0	1	1.64461	1.64461
-0.708339	0	1	-0.708339	-0.708339
0.220252	0	1	0.220252	0.220252
-0.151817	0	1	-0.151817	-0.151817
-1.2305	0	1	-1.2305	-1.2305
0.678044	0	1	0.678044	0.678044
-1.42262	0	1	-1.42262	-1.42262
0.402028	0	1	0.402028	0.402028
1.69001	0	1	1.69001	1.69001
0.40024	0	1	0.40024	0.40024
0.664873	0	1	0.664873	0.664873
-0.834638	0	1	-0.834638	-0.834638
-1.99076	0	1	-1.99076	-1.99076
0.957891	0	1	0.957891	0.957891
1.46827	0	1	1.46827	1.46827
-0.716374	0	1	-0.716374	-0.716374
-0.841332	0	1	-0.841332	-0.841332
0.513379	0	1	0.513379	0.513379
-0.908877	0	1	-0.908877	-0.908877
2.95558	0	1	2.95558	2.95558
2.56078	0	1	2.56078	2.56078
0.269855	0	1	0.269855	0.269855
-1.68249	0	1	-1.68249	-1.68249
0.600162	0	1	0.600162	0.600162
-0.459878	0	1	-0.459878	-0.459878
-0.114635	0	1	-0.114635	-0.114635
0.526496	0	1	0.526496	0.526496
0.0298889	0	1	0.0298889	0.0298889
-0.610948	0	1	-0.610948	-0.610948
-0.331811	0	1	-0.331811	-0.331811
2.49203	0	1	2.49203	2.49203
-0.441463	0	1	-0.441463	-0.441463
-0.0934088	0	1	-0.0934088	-0.0934088
0.964186	0	1	0.964186	0.964186
2.13092	0	1	2.13092	2.13092
-0.678146	0	1	-0.678146	-0.678146
-0.187028	0	1	-0.187028	-0.187028
-0.281306	0	1	-0.281306	-0.281306
-0.411467	0	1	-0.411467	-0.411467
-0.808862	0	1	-0.808862	-0.808862
-0.0129632	0	1	-0.0129632	-0.0129632
-0.685711	0	1	-0.685711	-0.685711
-0.0147565	0	1	-0.0147565	-0.0147565
1.11022	0	1	1.11022	1.11022
-0.718335	0	1	-0.718335	-0.718335
-0.929554	0	1	-0.929554	-0.929554
-0.772086	0	1	-0.772086	-0.772086
-1.05634	0	1	-1.05634	-1.05634
0.561961	0	1	0.561961	0.561961
-0.926218	0	1	-0.926218	-0.926218
-0.191585	0	1	-0.191585	-0.191585
-0.0265605	0	1	-0.0265605	-0.0265605
1.16287	0	1	1.16287	1.16287
-1.71089	0	1	-1.71089	-1.71089
-0.0323423	0	1	-0.0323423	-0.0323423
-0.547132	0	1	-0.547132	-0.547132
0.712557	0	1	0.712557	0.712557
1.11773	0	1	1.11773	1.11773
0.525082	0	1	0.525082	0.525082
-1.14607	0	1	-1.14607	-1.14607
-0.583729	0	1	-0.583729	-0.583729
0.21304	0	1	0.21304	0.21304
0.0391195	0	1	0.0391195	0.0391195
0.439331	0	1	0.439331	0.439331
0.233163	0	1	0.233163	0.233163
-0.743256	0	1	-0.743256	-0.743256
2.21375	0	1	2.21375	2.21375
2.08918	0	1	2.08918	2.08918
-0.604705	0	1	-0.604705	-0.604705
-0.879799	0	1	-0.879799	-0.879799
-0.558441	0	1	-0.558441	-0.558441
2.63755	0	1	2.63755	2.63755
0.0310736	0	1	0.0310736	0.0310736
0.965524	0	1	0.965524	0.965524
-0.966326	0	1	-0.966326	-0.966326
-0.229588	0	1	-0.229588	-0.229588
0.133562	0	1	0.133562	0.133562
-0.856656	0	1	-0.856656	-0.856656
-0.492495	0	1	-0.492495	-0.492495
0.129665	0	1	0.129665	0.129665
0.933679	0	1	0.933679	0.933679
-0.851332	0	1	-0.851332	-0.851332
-1.5307	0	1	-1.5307	-1.5307
-0.570531	0	1	-0.570531	-0.570531
-1.02606	0	1	-1.02606	-1.02606
-0.652361	0	1	-0.652361	-0.652361
1.13266	0	1	1.13266	1.13266
