Yt	Mt	Ht	Ut	Epst
0.285048	0	1	0.285048	0.285048
2.41247	0	1	2.41247	2.41247
-0.634358	0	1	-0.634358	-0.634358
0.505334	0	1	0.505334	0.505334
-4.76895	0	1	-4.76895	-4.76895
1.18167	0	1	1.18167	1.18167
0.765219	0	1	0.765219	0.765219
1.8409	0	1	1.8409	1.8409
-0.38697	0	1	-0.38697	-0.38697
0.292598	0	1	0.292598	0.292598
0.864273	0	1	0.864273	0.864273
0.954715	0	1	0.954715	0.954715
-0.439981	0	1	-0.439981	-0.439981
-0.065838	0	1	-0.065838	-0.065838
0.854658	0	1	0.854658	0.854658
-1.3013	0	1	-1.3013	-1.3013
1.09309	0	1	1.09309	1.09309
0.0121459	0	1	0.0121459	0.0121459
-0.120707	0	1	-0.120707	-0.120707
0.0925949	0	1	0.0925949	0.0925949
-2.24366	0	1	-2.24366	-2.24366
0.578029	0	1	0.578029	0.578029
-0.45319	0	1	-0.45319	-0.45319
0.080418	0	1	0.080418	0.080418
0.113731	0	1	0.113731	0.113731
0.928309	0	1	0.928309	0.928309
0.982929	0	1	0.982929	0.982929
-0.779801	0	1	-0.779801	-0.779801
-0.677715	0	1	-0.677715	-0.677715
-0.0459221	0	1	-0.0459221	-0.0459221
0.709692	0	1	0.709692	0.709692
-0.238918	0	1	-0.238918	-0.238918
0.139633	0	1	0.139633	0.139633
-1.36333	0	1	-1.36333	-1.36333
0.483006	0	1	0.483006	0.483006
-0.0455479	0	1	-0.0455479	-0.0455479
0.153997	0	1	0.153997	0.153997
1.12573	0	1	1.12573	1.12573
1.11958	0	1	1.11958	1.11958
1.04515	0	1	1.04515	1.04515
1.22072	0	1	1.22072	1.22072
0.398918	0	1	0.398918	0.398918
-0.430201	0	1	-0.430201	-0.430201
-0.241305	0	1	-0.241305	-0.241305
-0.613606	0	1	-0.613606	-0.613606
-0.364687	0	1	-0.364687	-0.364687
-0.121727	0	1	-0.121727	-0.121727
-0.820064	0	1	-0.820064	-0.820064
0.404848	0	1	0.404848	0.404848
2.48799	0	1	2.48799	2.48799
1.10949	0	1	1.10949	1.10949
0.754182	0	1	0.754182	0.754182
0.827772	0	1	0.827772	0.827772
1.19852	0	1	1.19852	1.19852
0.359912	0	1	0.359912	0.359912
0.745177	0	1	0.745177	0.745177
0.369687	0	1	0.369687	0.369687
-0.0848878	0	1	-0.0848878	-0.0848878
1.20313	0	1	1.20313	1.20313
0.4202	0	1	0.4202	0.4202
0.176775	0	1	0.176775	0.176775
-0.398969	0	1	-0.398969	-0.398969
0.286986	0	1	0.286986	0.286986
0.281277	0	1	0.281277	0.281277
0.243065	0	1	0.243065	0.243065
-0.169489	0	1	-0.169489	-0.169489
0.471831	0	1	0.471831	0.471831
3.87612	0	1	3.87612	3.87612
0.49903	0	1	0.49903	0.49903
0.226926	0	1	0.226926	0.226926
0.243643	0	1	0.243643	0.243643
0.179828	0	1	0.179828	0.179828
-0.0982274	0	1	-0.0982274	-0.0982274
1.7011	0	1	1.7011	1.7011
-0.739766	0	1	-0.739766	-0.739766
-1.31944	0	1	-1.31944	-1.31944
0.404204	0	1	0.404204	0.404204
0.808403	0	1	0.808403	0.808403
-1.98337	0	1	-1.98337	-1.98337
-0.0676228	0	1	-0.0676228	-0.0676228
-1.28157	0	1	-1.28157	-1.28157
0.053557	0	1	0.053557	0.053557
-0.872911	0	1	-0.872911	-0.872911
-0.18515	0	1	-0.18515	-0.18515
-0.788467	0	1	-0.788467	-0.788467
0.276401	0	1	0.276401	0.276401
0.429481	0	1	0.429481	0.429481
-2.02361	0	1	-2.02361	-2.02361
-0.464678	0	1	-0.464678	-0.464678
-0.673816	0	1	-0.673816	-0.673816
-1.31077	0	1	-1.31077	-1.31077
0.41532	0	1	0.41532	0.41532
1.06318	0	1	1.06318	1.06318
1.5148	0	1	1.5148	1.5148
0.119499	0	1	0.119499	0.119499
-0.373045	0	1	-0.373045	-0.373045
-0.79717	0	1	-0.79717	-0.79717
0.670299	0	1	0.670299	0.670299
0.0219891	0	1	0.0219891	0.0219891
1.27992	0	1	1.27992	1.27992
0.447801	0	1	0.447801	0.447801
1.89687	0	1	1.89687	1.89687
0.466019	0	1	0.466019	0.466019
0.0625404	0	1	0.0625404	0.0625404
-1.0364	0	1	-1.0364	-1.0364
1.32154	0	1	1.32154	1.32154
0.0502253	0	1	0.0502253	0.0502253
-0.228907	0	1	-0.228907	-0.228907
-0.406807	0	1	-0.406807	-0.406807
-0.0245096	0	1	-0.0245096	-0.0245096
-0.942977	0	1	-0.942977	-0.942977
-1.09865	0	1	-1.09865	-1.09865
-0.252834	0	1	-0.252834	-0.252834
0.629425	0	1	0.629425	0.629425
-0.264838	0	1	-0.264838	-0.264838
-1.38436	0	1	-1.38436	-1.38436
-1.98653	0	1	-1.98653	-1.98653
-0.818186	0	1	-0.818186	-0.818186
0.601175	0	1	0.601175	0.601175
0.0288378	0	1	0.0288378	0.0288378
0.411008	0	1	0.411008	0.411008
0.586139	0	1	0.586139	0.586139
0.583747	0	1	0.583747	0.583747
0.677941	0	1	0.677941	0.677941
0.0634175	0	1	0.0634175	0.0634175
0.608389	0	1	0.608389	0.608389
-0.158701	0	1	-0.158701	-0.158701
-0.148883	0	1	-0.148883	-0.148883
0.268809	0	1	0.268809	0.268809
-0.170467	0	1	-0.170467	-0.170467
0.0698345	0	1	0.0698345	0.0698345
0.271954	0	1	0.271954	0.271954
0.684556	0	1	0.684556	0.684556
0.372023	0	1	0.372023	0.372023
-1.40219	0	1	-1.40219	-1.40219
2.51719	0	1	2.51719	2.51719
-1.01495	0	1	-1.01495	-1.01495
-0.179387	0	1	-0.179387	-0.179387
-2.14233	0	1	-2.14233	-2.14233
-0.337082	0	1	-0.337082	-0.337082
-1.17372	0	1	-1.17372	-1.17372
-1.98958	0	1	-1.98958	-1.98958
3.27044	0	1	3.27044	3.27044
-1.10159	0	1	-1.10159	-1.10159
-0.547474	0	1	-0.547474	-0.547474
-0.0999233	0	1	-0.0999233	-0.0999233
0.147187	0	1	0.147187	0.147187
0.0756317	0	1	0.0756317	0.0756317
-2.09487	0	1	-2.09487	-2.09487
-1.63219	0	1	-1.63219	-1.63219
0.591504	0	1	0.591504	0.591504
-0.357787	0	1	-0.357787	-0.357787
-0.716401	0	1	-0.716401	-0.716401
0.988318	0	1	0.988318	0.988318
-0.386769	0	1	-0.386769	-0.386769
0.109415	0	1	0.109415	0.109415
-0.833522	0	1	-0.833522	-0.833522
0.0383519	0	1	0.0383519	0.0383519
-0.598552	0	1	-0.598552	-0.598552
-1.94633	0	1	-1.94633	-1.94633
-0.511575	0	1	-0.511575	-0.511575
-1.21296	0	1	-1.21296	-1.21296
-0.0674161	0	1	-0.0674161	-0.0674161
0.113285	0	1	0.113285	0.113285
2.84162	0	1	2.84162	2.84162
-0.378173	0	1	-0.378173	-0.378173
-0.726983	0	1	-0.726983	-0.726983
0.0952816	0	1	0.0952816	0.0952816
0.0156715	0	1	0.0156715	0.0156715
0.190345	0	1	0.190345	0.190345
-0.640455	0	1	-0.640455	-0.640455
0.382569	0	1	0.382569	0.382569
0.288805	0	1	0.288805	0.288805
0.347982	0	1	0.347982	0.347982
-0.199589	0	1	-0.199589	-0.199589
-0.273221	0	1	-0.273221	-0.273221
0.997921	0	1	0.997921	0.997921
-1.08875	0	1	-1.08875	-1.08875
-0.443457	0	1	-0.443457	-0.443457
-1.00103	0	1	-1.00103	-1.00103
0.895469	0	1	0.895469	0.895469
-0.213156	0	1	-0.213156	-0.213156
-0.0420716	0	1	-0.0420716	-0.0420716
-0.851958	0	1	-0.851958	-0.851958
-3.04208	0	1	-3.04208	-3.04208
-0.0388269	0	1	-0.0388269	-0.0388269
-1.17029	0	1	-1.17029	-1.17029
0.606318	0	1	0.606318	0.606318
0.415821	0	1	0.415821	0.415821
-0.00674004	0	1	-0.00674004	-0.00674004
0.784304	0	1	0.784304	0.784304
-0.167485	0	1	-0.167485	-0.167485
0.61205	0	1	0.61205	0.61205
0.681009	0	1	0.681009	0.681009
-0.941968	0	1	-0.941968	-0.941968
-1.78044	0	1	-1.78044	-1.78044
-0.616178	0	1	-0.616178	-0.616178
-0.661473	0	1	-0.661473	-0.661473
0.177199	0	1	0.177199	0.177199
0.492689	0	1	0.492689	0.492689
2.0172	0	1	2.0172	2.0172
-0.00493779	0	1	-0.00493779	-0.00493779
0.913323	0	1	0.913323	0.913323
1.37459	0	1	1.37459	1.37459
0.299019	0	1	0.299019	0.299019
0.60571	0	1	0.60571	0.60571
-0.203717	0	1	-0.203717	-0.203717
-0.606085	0	1	-0.606085	-0.606085
-1.6662	0	1	-1.6662	-1.6662
-1.07739	0	1	-1.07739	-1.07739
-1.0016	0	1	-1.0016	-1.0016
0.203531	0	1	0.203531	0.203531
-0.0444085	0	1	-0.0444085	-0.0444085
0.489793	0	1	0.489793	0.489793
-2.61758	0	1	-2.61758	-2.61758
1.56477	0	1	1.56477	1.56477
2.72435	0	1	2.72435	2.72435
-0.421017	0	1	-0.421017	-0.421017
-1.00091	0	1	-1.00091	-1.00091
-0.229115	0	1	-0.229115	-0.229115
2.19993	0	1	2.19993	2.19993
-1.87621	0	1	-1.87621	-1.87621
0.129008	0	1	0.129008	0.129008
-0.793288	0	1	-0.793288	-0.793288
-0.972383	0	1	-0.972383	-0.972383
-0.518153	0	1	-0.518153	-0.518153
0.0631042	0	1	0.0631042	0.0631042
-0.367428	0	1	-0.367428	-0.367428
1.28658	0	1	1.28658	1.28658
-0.996253	0	1	-0.996253	-0.996253
0.543651	0	1	0.543651	0.543651
0.0396581	0	1	0.0396581	0.0396581
-0.264865	0	1	-0.264865	-0.264865
-0.885478	0	1	-0.885478	-0.885478
0.428701	0	1	0.428701	0.428701
-0.0900362	0	1	-0.0900362	-0.0900362
1.46767	0	1	1.46767	1.46767
-0.120322	0	1	-0.120322	-0.120322
-0.0116465	0	1	-0.0116465	-0.0116465
-0.31288	0	1	-0.31288	-0.31288
-0.0281347	0	1	-0.0281347	-0.0281347
0.481884	0	1	0.481884	0.481884
2.77169	0	1	2.77169	2.77169
-0.104009	0	1	-0.104009	-0.104009
-0.474834	0	1	-0.474834	-0.474834
-0.3031	0	1	-0.3031	-0.3031
0.14122	0	1	0.14122	0.14122
-1.47357	0	1	-1.47357	-1.47357
1.54871	0	1	1.54871	1.54871
1.27561	0	1	1.27561	1.27561
-1.7196	0	1	-1.7196	-1.7196
0.0439054	0	1	0.0439054	0.0439054
1.08016	0	1	1.08016	1.08016
0.0528047	0	1	0.0528047	0.0528047
0.363562	0	1	0.363562	0.363562
0.00301798	0	1	0.00301798	0.00301798
0.922149	0	1	0.922149	0.922149
-0.268188	0	1	-0.268188	-0.268188
-0.0779113	0	1	-0.0779113	-0.0779113
-1.12747	0	1	-1.12747	-1.12747
0.572198	0	1	0.572198	0.572198
-1.02049	0	1	-1.02049	-1.02049
-0.741559	0	1	-0.741559	-0.741559
-0.174245	0	1	-0.174245	-0.174245
-0.83263	0	1	-0.83263	-0.83263
-0.226871	0	1	-0.226871	-0.226871
0.363933	0	1	0.363933	0.363933
-0.538387	0	1	-0.538387	-0.538387
2.2141	0	1	2.2141	2.2141
-0.202229	0	1	-0.202229	-0.202229
-2.50545	0	1	-2.50545	-2.50545
0.107747	0	1	0.107747	0.107747
0.305544	0	1	0.305544	0.305544
-0.953897	0	1	-0.953897	-0.953897
-0.0790908	0	1	-0.0790908	-0.0790908
-0.521752	0	1	-0.521752	-0.521752
0.832558	0	1	0.832558	0.832558
-0.444652	0	1	-0.444652	-0.444652
0.0440323	0	1	0.0440323	0.0440323
-1.3516	0	1	-1.3516	-1.3516
0.685837	0	1	0.685837	0.685837
2.71553	0	1	2.71553	2.71553
-0.219482	0	1	-0.219482	-0.219482
0.695549	0	1	0.695549	0.695549
-0.113524	0	1	-0.113524	-0.113524
2.80397	0	1	2.80397	2.80397
0.876817	0	1	0.876817	0.876817
-2.38304	0	1	-2.38304	-2.38304
0.730261	0	1	0.730261	0.730261
-0.56649	0	1	-0.56649	-0.56649
3.07242	0	1	3.07242	3.07242
-2.28233	0	1	-2.28233	-2.28233
-0.136103	0	1	-0.136103	-0.136103
0.439219	0	1	0.439219	0.439219
-0.549943	0	1	-0.549943	-0.549943
0.245509	0	1	0.245509	0.245509
0.961303	0	1	0.961303	0.961303
-1.7701	0	1	-1.7701	-1.7701
-0.917391	0	1	-0.917391	-0.917391
0.960493	0	1	0.960493	0.960493
-0.098646	0	1	-0.098646	-0.098646
0.479995	0	1	0.479995	0.479995
-0.700605	0	1	-0.700605	-0.700605
-0.340588	0	1	-0.340588	-0.340588
0.0442625	0	1	0.0442625	0.0442625
-0.275569	0	1	-0.275569	-0.275569
0.801246	0	1	0.801246	0.801246
-0.93817	0	1	-0.93817	-0.93817
-0.034058	0	1	-0.034058	-0.034058
0.826693	0	1	0.826693	0.826693
-1.15437	0	1	-1.15437	-1.15437
-0.250549	0	1	-0.250549	-0.250549
-0.182806	0	1	-0.182806	-0.182806
-0.656129	0	1	-0.656129	-0.656129
-1.29847	0	1	-1.29847	-1.29847
1.81544	0	1	1.81544	1.81544
1.50661	0	1	1.50661	1.50661
-0.0668985	0	1	-0.0668985	-0.0668985
0.447836	0	1	0.447836	0.447836
0.214742	0	1	0.214742	0.214742
0.147957	0	1	0.147957	0.147957
-0.641781	0	1	-0.641781	-0.641781
-0.831817	0	1	-0.831817	-0.831817
0.0263451	0	1	0.0263451	0.0263451
1.8071	0	1	1.8071	1.8071
0.158292	0	1	0.158292	0.158292
-2.0324	0	1	-2.0324	-2.0324
-0.533349	0	1	-0.533349	-0.533349
1.96946	0	1	1.96946	1.96946
1.11664	0	1	1.11664	1.11664
-0.81376	0	1	-0.81376	-0.81376
-0.361981	0	1	-0.361981	-0.361981
-1.08747	0	1	-1.08747	-1.08747
1.95443	0	1	1.95443	1.95443
0.100964	0	1	0.100964	0.100964
0.962524	0	1	0.962524	0.962524
1.27769	0	1	1.27769	1.27769
2.65255	0	1	2.65255	2.65255
-0.855527	0	1	-0.855527	-0.855527
-0.13434	0	1	-0.13434	-0.13434
0.180823	0	1	0.180823	0.180823
-1.01012	0	1	-1.01012	-1.01012
0.0709943	0	1	0.0709943	0.0709943
2.16579	0	1	2.16579	2.16579
0.11615	0	1	0.11615	0.11615
0.319905	0	1	0.319905	0.319905
-0.162049	0	1	-0.162049	-0.162049
-0.977508	0	1	-0.977508	-0.977508
-0.4223	0	1	-0.4223	-0.4223
-1.30471	0	1	-1.30471	-1.30471
-0.333251	0	1	-0.333251	-0.333251
0.674416	0	1	0.674416	0.674416
-0.0111015	0	1	-0.0111015	-0.0111015
0.27273	0	1	0.27273	0.27273
-0.0165058	0	1	-0.0165058	-0.0165058
0.622901	0	1	0.622901	0.622901
-1.3143	0	1	-1.3143	-1.3143
0.213171	0	1	0.213171	0.213171
-0.908899	0	1	-0.908899	-0.908899
0.418206	0	1	0.418206	0.418206
